class,image,yellow_ratio,brown_ratio,dark_ratio,flagged_yellow,flagged_brown,flagged_dark,flagged_overall
gray_leaf_blight,GrayLeafSpot1510.jpg,0.1215,0.0258,0.0039,False,True,False,True
gray_leaf_blight,GrayLeafSpot1511.jpg,0.1297,0.0289,0.0033,False,True,False,True
gray_leaf_blight,GrayLeafSpot1512.jpg,0.1356,0.0349,0.0032,False,True,False,True
gray_leaf_blight,GrayLeafSpot1513.jpg,0.1327,0.0365,0.0039,False,True,False,True
gray_leaf_blight,GrayLeafSpot1514.jpg,0.1469,0.0410,0.0033,False,True,False,True
gray_leaf_blight,GrayLeafSpot1515.jpg,0.1348,0.0332,0.0024,False,True,False,True
gray_leaf_blight,GrayLeafSpot1519.jpg,0.0915,0.0209,0.0031,False,True,False,True
gray_leaf_blight,GrayLeafSpot1522.jpg,0.1600,0.0655,0.0242,False,True,False,True
gray_leaf_blight,GrayLeafSpot1524.jpg,0.1747,0.0673,0.0264,False,True,True,True
gray_leaf_blight,GrayLeafSpot1526.jpg,0.1448,0.0586,0.0327,False,True,True,True
gray_leaf_blight,GrayLeafSpot1528.jpg,0.1415,0.0655,0.0395,False,True,True,True
gray_leaf_blight,GrayLeafSpot1529.jpg,0.1228,0.0516,0.0342,False,True,True,True
gray_leaf_blight,GrayLeafSpot153.jpg,0.1164,0.1257,0.0140,False,True,False,True
gray_leaf_blight,GrayLeafSpot1531.jpg,0.1223,0.0365,0.0245,False,True,False,True
gray_leaf_blight,GrayLeafSpot1533.jpg,0.1145,0.0302,0.0154,False,True,False,True
gray_leaf_blight,GrayLeafSpot1534.jpg,0.1099,0.0260,0.0114,False,True,False,True
gray_leaf_blight,GrayLeafSpot1535.jpg,0.1089,0.0230,0.0113,False,True,False,True
gray_leaf_blight,GrayLeafSpot1536.jpg,0.0363,0.1093,0.0433,False,True,True,True
gray_leaf_blight,GrayLeafSpot1537.jpg,0.0369,0.1144,0.0419,False,True,True,True
gray_leaf_blight,GrayLeafSpot1540.jpg,0.0387,0.0702,0.0183,False,True,False,True
gray_leaf_blight,GrayLeafSpot1541.jpg,0.0364,0.0834,0.0129,False,True,False,True
gray_leaf_blight,GrayLeafSpot1542.jpg,0.0447,0.0597,0.0091,False,True,False,True
gray_leaf_blight,GrayLeafSpot1543.jpg,0.0503,0.0870,0.0356,False,True,True,True
gray_leaf_blight,GrayLeafSpot1544.jpg,0.0453,0.0820,0.0378,False,True,True,True
gray_leaf_blight,GrayLeafSpot1545.jpg,0.0537,0.1652,0.0588,False,True,True,True
gray_leaf_blight,GrayLeafSpot1547.jpg,0.0528,0.1742,0.0560,False,True,True,True
gray_leaf_blight,GrayLeafSpot1548.jpg,0.0502,0.1710,0.0534,False,True,True,True
gray_leaf_blight,GrayLeafSpot155.jpg,0.1536,0.0971,0.0057,False,True,False,True
gray_leaf_blight,GrayLeafSpot1551.jpg,0.0563,0.1619,0.0230,False,True,False,True
gray_leaf_blight,GrayLeafSpot1552.jpg,0.0573,0.1463,0.0376,False,True,True,True
gray_leaf_blight,GrayLeafSpot1555.jpg,0.0550,0.1477,0.0471,False,True,True,True
gray_leaf_blight,GrayLeafSpot1557.jpg,0.0545,0.1609,0.0580,False,True,True,True
gray_leaf_blight,GrayLeafSpot1558.jpg,0.1220,0.0796,0.0308,False,True,True,True
gray_leaf_blight,GrayLeafSpot156.jpg,0.1526,0.0985,0.0058,False,True,False,True
gray_leaf_blight,GrayLeafSpot1561.jpg,0.1504,0.1008,0.0273,False,True,True,True
gray_leaf_blight,GrayLeafSpot1562.jpg,0.1498,0.0755,0.0282,False,True,True,True
gray_leaf_blight,GrayLeafSpot1563.jpg,0.1360,0.0807,0.0252,False,True,False,True
gray_leaf_blight,GrayLeafSpot1565.jpg,0.1471,0.0719,0.0204,False,True,False,True
gray_leaf_blight,GrayLeafSpot1566.jpg,0.1376,0.0600,0.0201,False,True,False,True
gray_leaf_blight,GrayLeafSpot1567.jpg,0.1295,0.0484,0.0091,False,True,False,True
gray_leaf_blight,GrayLeafSpot1568.jpg,0.1236,0.0463,0.0107,False,True,False,True
gray_leaf_blight,GrayLeafSpot1569.jpg,0.1236,0.0477,0.0125,False,True,False,True
gray_leaf_blight,GrayLeafSpot157.jpg,0.1310,0.1242,0.0152,False,True,False,True
gray_leaf_blight,GrayLeafSpot1572.jpg,0.1073,0.0310,0.0047,False,True,False,True
gray_leaf_blight,GrayLeafSpot1573.jpg,0.1135,0.0442,0.0131,False,True,False,True
gray_leaf_blight,GrayLeafSpot1574.jpg,0.1162,0.0502,0.0143,False,True,False,True
gray_leaf_blight,GrayLeafSpot1575.jpg,0.1199,0.0512,0.0177,False,True,False,True
gray_leaf_blight,GrayLeafSpot1576.jpg,0.1308,0.0477,0.0221,False,True,False,True
gray_leaf_blight,GrayLeafSpot1577.jpg,0.1348,0.0756,0.0339,False,True,True,True
gray_leaf_blight,GrayLeafSpot1578.jpg,0.1373,0.0898,0.0365,False,True,True,True
gray_leaf_blight,GrayLeafSpot1579.jpg,0.1344,0.0935,0.0301,False,True,True,True
gray_leaf_blight,GrayLeafSpot158.jpg,0.1213,0.1360,0.0224,False,True,False,True
gray_leaf_blight,GrayLeafSpot1580.jpg,0.1307,0.0922,0.0270,False,True,True,True
gray_leaf_blight,GrayLeafSpot1581.jpg,0.1297,0.0894,0.0258,False,True,False,True
gray_leaf_blight,GrayLeafSpot1582.jpg,0.1283,0.0787,0.0140,False,True,False,True
gray_leaf_blight,GrayLeafSpot1583.jpg,0.1251,0.0791,0.0111,False,True,False,True
gray_leaf_blight,GrayLeafSpot1584.jpg,0.1319,0.0760,0.0068,False,True,False,True
gray_leaf_blight,GrayLeafSpot1585.jpg,0.1391,0.0414,0.0231,False,True,False,True
gray_leaf_blight,GrayLeafSpot1589.jpg,0.1357,0.0413,0.0245,False,True,False,True
gray_leaf_blight,GrayLeafSpot1590.jpg,0.1376,0.0402,0.0249,False,True,False,True
gray_leaf_blight,GrayLeafSpot1592.jpg,0.1474,0.0442,0.0206,False,True,False,True
gray_leaf_blight,GrayLeafSpot1593.jpg,0.1436,0.0389,0.0215,False,True,False,True
gray_leaf_blight,GrayLeafSpot1594.jpg,0.0328,0.0596,0.0341,False,True,True,True
gray_leaf_blight,GrayLeafSpot1595.jpg,0.0260,0.0449,0.0358,False,True,True,True
gray_leaf_blight,GrayLeafSpot1596.jpg,0.0274,0.0463,0.0390,False,True,True,True
gray_leaf_blight,GrayLeafSpot1597.jpg,0.0268,0.0366,0.0372,False,True,True,True
gray_leaf_blight,GrayLeafSpot1598.jpg,0.0265,0.0392,0.0336,False,True,True,True
gray_leaf_blight,GrayLeafSpot1599.jpg,0.0235,0.0392,0.0301,False,True,True,True
gray_leaf_blight,GrayLeafSpot160.jpg,0.1308,0.1431,0.0242,False,True,False,True
gray_leaf_blight,GrayLeafSpot1600.jpg,0.0236,0.0442,0.0320,False,True,True,True
gray_leaf_blight,GrayLeafSpot1602.jpg,0.0264,0.0504,0.0302,False,True,True,True
gray_leaf_blight,GrayLeafSpot1603.jpg,0.0200,0.0315,0.0286,False,True,True,True
gray_leaf_blight,GrayLeafSpot1604.jpg,0.0204,0.0257,0.0258,False,True,False,True
gray_leaf_blight,GrayLeafSpot1605.jpg,0.0290,0.0372,0.0270,False,True,True,True
gray_leaf_blight,GrayLeafSpot1606.jpg,0.0290,0.0260,0.0342,False,True,True,True
gray_leaf_blight,GrayLeafSpot1607.jpg,0.0307,0.0269,0.0386,False,True,True,True
gray_leaf_blight,GrayLeafSpot1608.jpg,0.0389,0.0329,0.0475,False,True,True,True
gray_leaf_blight,GrayLeafSpot1609.jpg,0.0483,0.0418,0.0533,False,True,True,True
gray_leaf_blight,GrayLeafSpot1610.jpg,0.0373,0.0253,0.0325,False,True,True,True
gray_leaf_blight,GrayLeafSpot1611.jpg,0.0152,0.1433,0.0248,False,True,False,True
gray_leaf_blight,GrayLeafSpot1613.jpg,0.0159,0.1678,0.0245,False,True,False,True
gray_leaf_blight,GrayLeafSpot1614.jpg,0.0154,0.1600,0.0215,False,True,False,True
gray_leaf_blight,GrayLeafSpot1615.jpg,0.0215,0.2338,0.0098,False,True,False,True
gray_leaf_blight,GrayLeafSpot1617.jpg,0.0279,0.1632,0.0024,False,True,False,True
gray_leaf_blight,GrayLeafSpot1618.jpg,0.0281,0.1881,0.0066,False,True,False,True
gray_leaf_blight,GrayLeafSpot1619.jpg,0.0268,0.1773,0.0137,False,True,False,True
gray_leaf_blight,GrayLeafSpot1620.jpg,0.0209,0.1383,0.0081,False,True,False,True
gray_leaf_blight,GrayLeafSpot1621.jpg,0.0185,0.1400,0.0045,False,True,False,True
gray_leaf_blight,GrayLeafSpot1622.jpg,0.0173,0.1342,0.0030,False,True,False,True
gray_leaf_blight,GrayLeafSpot1624.jpg,0.0174,0.1073,0.0028,False,True,False,True
gray_leaf_blight,GrayLeafSpot1627.jpg,0.0320,0.1078,0.0037,False,True,False,True
gray_leaf_blight,GrayLeafSpot1628.jpg,0.0184,0.0565,0.0100,False,True,False,True
gray_leaf_blight,GrayLeafSpot1629.jpg,0.0302,0.1242,0.0136,False,True,False,True
gray_leaf_blight,GrayLeafSpot1630.jpg,0.0339,0.1257,0.0081,False,True,False,True
gray_leaf_blight,GrayLeafSpot1631.jpg,0.0276,0.1690,0.0069,False,True,False,True
gray_leaf_blight,GrayLeafSpot1632.jpg,0.0277,0.1862,0.0125,False,True,False,True
gray_leaf_blight,GrayLeafSpot1633.jpg,0.0273,0.1507,0.0093,False,True,False,True
gray_leaf_blight,GrayLeafSpot1634.jpg,0.0395,0.1666,0.0027,False,True,False,True
gray_leaf_blight,GrayLeafSpot1635.jpg,0.0362,0.1400,0.0009,False,True,False,True
gray_leaf_blight,GrayLeafSpot1636.jpg,0.0204,0.1411,0.0123,False,True,False,True
gray_leaf_blight,GrayLeafSpot1638.jpg,0.0192,0.1284,0.0093,False,True,False,True
gray_leaf_blight,GrayLeafSpot1639.jpg,0.0157,0.1044,0.0130,False,True,False,True
gray_leaf_blight,GrayLeafSpot164.jpg,0.1398,0.1427,0.0225,False,True,False,True
gray_leaf_blight,GrayLeafSpot1640.jpg,0.0207,0.1153,0.0063,False,True,False,True
gray_leaf_blight,GrayLeafSpot1641.jpg,0.0275,0.1414,0.0055,False,True,False,True
gray_leaf_blight,GrayLeafSpot1642.jpg,0.0253,0.1412,0.0085,False,True,False,True
gray_leaf_blight,GrayLeafSpot1643.jpg,0.1156,0.0281,0.0122,False,True,False,True
gray_leaf_blight,GrayLeafSpot1646.jpg,0.0980,0.0240,0.0057,False,True,False,True
gray_leaf_blight,GrayLeafSpot1647.jpg,0.0887,0.0227,0.0047,False,True,False,True
gray_leaf_blight,GrayLeafSpot165.jpg,0.1499,0.1382,0.0200,False,True,False,True
gray_leaf_blight,GrayLeafSpot1650.jpg,0.0782,0.0187,0.0013,False,False,False,False
gray_leaf_blight,GrayLeafSpot1651.jpg,0.0745,0.0171,0.0021,False,False,False,False
gray_leaf_blight,GrayLeafSpot1652.jpg,0.0705,0.0167,0.0028,False,False,False,False
gray_leaf_blight,GrayLeafSpot1654.jpg,0.0766,0.0225,0.0050,False,True,False,True
gray_leaf_blight,GrayLeafSpot1655.jpg,0.0882,0.0266,0.0087,False,True,False,True
gray_leaf_blight,GrayLeafSpot1656.jpg,0.1067,0.0332,0.0079,False,True,False,True
gray_leaf_blight,GrayLeafSpot1657.jpg,0.1159,0.0360,0.0086,False,True,False,True
gray_leaf_blight,GrayLeafSpot1658.jpg,0.1105,0.0303,0.0067,False,True,False,True
gray_leaf_blight,GrayLeafSpot166.jpg,0.1337,0.1498,0.0252,False,True,False,True
gray_leaf_blight,GrayLeafSpot1660.jpg,0.1106,0.0331,0.0063,False,True,False,True
gray_leaf_blight,GrayLeafSpot1661.jpg,0.1102,0.0255,0.0084,False,True,False,True
gray_leaf_blight,GrayLeafSpot1663.jpg,0.1117,0.0341,0.0204,False,True,False,True
gray_leaf_blight,GrayLeafSpot1667.jpg,0.1901,0.0580,0.0166,False,True,False,True
gray_leaf_blight,GrayLeafSpot1668.jpg,0.1800,0.0554,0.0173,False,True,False,True
gray_leaf_blight,GrayLeafSpot167.jpg,0.1283,0.1517,0.0402,False,True,True,True
gray_leaf_blight,GrayLeafSpot1670.jpg,0.1964,0.0481,0.0125,False,True,False,True
gray_leaf_blight,GrayLeafSpot1671.jpg,0.1658,0.0430,0.0143,False,True,False,True
gray_leaf_blight,GrayLeafSpot1672.jpg,0.1523,0.0465,0.0176,False,True,False,True
gray_leaf_blight,GrayLeafSpot1673.jpg,0.1534,0.0467,0.0175,False,True,False,True
gray_leaf_blight,GrayLeafSpot1677.jpg,0.1714,0.0670,0.0112,False,True,False,True
gray_leaf_blight,GrayLeafSpot1678.jpg,0.1768,0.0803,0.0125,False,True,False,True
gray_leaf_blight,GrayLeafSpot1679.jpg,0.1841,0.0998,0.0139,False,True,False,True
gray_leaf_blight,GrayLeafSpot168.jpg,0.1215,0.1768,0.0611,False,True,True,True
gray_leaf_blight,GrayLeafSpot1680.jpg,0.1634,0.0830,0.0201,False,True,False,True
gray_leaf_blight,GrayLeafSpot1681.jpg,0.1201,0.0691,0.0196,False,True,False,True
gray_leaf_blight,GrayLeafSpot1682.jpg,0.1052,0.0687,0.0205,False,True,False,True
gray_leaf_blight,GrayLeafSpot1683.jpg,0.1088,0.0723,0.0274,False,True,True,True
gray_leaf_blight,GrayLeafSpot1684.jpg,0.1270,0.0814,0.0268,False,True,True,True
gray_leaf_blight,GrayLeafSpot1685.jpg,0.1415,0.0866,0.0294,False,True,True,True
gray_leaf_blight,GrayLeafSpot1686.jpg,0.1503,0.0866,0.0295,False,True,True,True
gray_leaf_blight,GrayLeafSpot1687.jpg,0.1591,0.0845,0.0314,False,True,True,True
gray_leaf_blight,GrayLeafSpot1688.jpg,0.1570,0.0828,0.0319,False,True,True,True
gray_leaf_blight,GrayLeafSpot1689.jpg,0.1550,0.0787,0.0270,False,True,True,True
gray_leaf_blight,GrayLeafSpot169.jpg,0.1248,0.1889,0.0757,False,True,True,True
gray_leaf_blight,GrayLeafSpot1692.jpg,0.1235,0.0661,0.0147,False,True,False,True
gray_leaf_blight,GrayLeafSpot1695.jpg,0.1522,0.0721,0.0151,False,True,False,True
gray_leaf_blight,GrayLeafSpot1696.jpg,0.1460,0.0604,0.0203,False,True,False,True
gray_leaf_blight,GrayLeafSpot1697.jpg,0.2556,0.1068,0.0027,True,True,False,True
gray_leaf_blight,GrayLeafSpot1698.jpg,0.2646,0.1041,0.0029,True,True,False,True
gray_leaf_blight,GrayLeafSpot1699.jpg,0.2547,0.0951,0.0025,True,True,False,True
gray_leaf_blight,GrayLeafSpot170.jpg,0.1194,0.2082,0.0936,False,True,True,True
gray_leaf_blight,GrayLeafSpot1700.jpg,0.2451,0.0947,0.0022,False,True,False,True
gray_leaf_blight,GrayLeafSpot1702.jpg,0.2532,0.0957,0.0028,True,True,False,True
gray_leaf_blight,GrayLeafSpot1705.jpg,0.2055,0.2327,0.0052,False,True,False,True
gray_leaf_blight,GrayLeafSpot1706.jpg,0.2137,0.2604,0.0059,False,True,False,True
gray_leaf_blight,GrayLeafSpot1708.jpg,0.1837,0.2549,0.0054,False,True,False,True
gray_leaf_blight,GrayLeafSpot171.jpg,0.1157,0.1998,0.1071,False,True,True,True
gray_leaf_blight,GrayLeafSpot1710.jpg,0.2651,0.1460,0.0069,True,True,False,True
gray_leaf_blight,GrayLeafSpot1711.jpg,0.2287,0.1209,0.0059,False,True,False,True
gray_leaf_blight,GrayLeafSpot1713.jpg,0.2063,0.1169,0.0068,False,True,False,True
gray_leaf_blight,GrayLeafSpot1715.jpg,0.2534,0.1380,0.0064,True,True,False,True
gray_leaf_blight,GrayLeafSpot1717.jpg,0.1731,0.1050,0.0039,False,True,False,True
gray_leaf_blight,GrayLeafSpot1718.jpg,0.2100,0.1224,0.0027,False,True,False,True
gray_leaf_blight,GrayLeafSpot172.jpg,0.1184,0.2000,0.1287,False,True,True,True
gray_leaf_blight,GrayLeafSpot1720.jpg,0.2366,0.1135,0.0022,False,True,False,True
gray_leaf_blight,GrayLeafSpot1721.jpg,0.2508,0.1146,0.0021,False,True,False,True
gray_leaf_blight,GrayLeafSpot1726.jpg,0.2845,0.0833,0.0006,True,True,False,True
gray_leaf_blight,GrayLeafSpot173.jpg,0.1232,0.1973,0.1192,False,True,True,True
gray_leaf_blight,GrayLeafSpot1733.jpg,0.2021,0.1446,0.0033,False,True,False,True
gray_leaf_blight,GrayLeafSpot1734.jpg,0.2030,0.1555,0.0026,False,True,False,True
gray_leaf_blight,GrayLeafSpot1736.jpg,0.1855,0.1451,0.0033,False,True,False,True
gray_leaf_blight,GrayLeafSpot1737.jpg,0.1787,0.1305,0.0029,False,True,False,True
gray_leaf_blight,GrayLeafSpot174.jpg,0.1336,0.2272,0.0906,False,True,True,True
gray_leaf_blight,GrayLeafSpot1740.jpg,0.2137,0.1841,0.0034,False,True,False,True
gray_leaf_blight,GrayLeafSpot1741.jpg,0.2527,0.1110,0.0037,True,True,False,True
gray_leaf_blight,GrayLeafSpot1742.jpg,0.2634,0.1228,0.0032,True,True,False,True
gray_leaf_blight,GrayLeafSpot1744.jpg,0.2493,0.1344,0.0030,False,True,False,True
gray_leaf_blight,GrayLeafSpot1745.jpg,0.2632,0.1309,0.0028,True,True,False,True
gray_leaf_blight,GrayLeafSpot1746.jpg,0.2853,0.1451,0.0025,True,True,False,True
gray_leaf_blight,GrayLeafSpot1748.jpg,0.1852,0.0586,0.0343,False,True,True,True
gray_leaf_blight,GrayLeafSpot1749.jpg,0.1738,0.0541,0.0357,False,True,True,True
gray_leaf_blight,GrayLeafSpot175.jpg,0.1356,0.2371,0.0592,False,True,True,True
gray_leaf_blight,GrayLeafSpot1751.jpg,0.1757,0.0531,0.0331,False,True,True,True
gray_leaf_blight,GrayLeafSpot1752.jpg,0.1681,0.0474,0.0284,False,True,True,True
gray_leaf_blight,GrayLeafSpot1753.jpg,0.1712,0.0428,0.0289,False,True,True,True
gray_leaf_blight,GrayLeafSpot1755.jpg,0.1537,0.0490,0.0506,False,True,True,True
gray_leaf_blight,GrayLeafSpot1756.jpg,0.1433,0.0529,0.0732,False,True,True,True
gray_leaf_blight,GrayLeafSpot1757.jpg,0.1327,0.0568,0.0929,False,True,True,True
gray_leaf_blight,GrayLeafSpot1758.jpg,0.1135,0.0578,0.0823,False,True,True,True
gray_leaf_blight,GrayLeafSpot1759.jpg,0.1134,0.0525,0.0637,False,True,True,True
gray_leaf_blight,GrayLeafSpot176.jpg,0.1476,0.2538,0.0362,False,True,True,True
gray_leaf_blight,GrayLeafSpot1760.jpg,0.1235,0.0635,0.0535,False,True,True,True
gray_leaf_blight,GrayLeafSpot1761.jpg,0.1480,0.0758,0.0435,False,True,True,True
gray_leaf_blight,GrayLeafSpot1762.jpg,0.1749,0.0787,0.0354,False,True,True,True
gray_leaf_blight,GrayLeafSpot1763.jpg,0.1933,0.0793,0.0333,False,True,True,True
gray_leaf_blight,GrayLeafSpot1764.jpg,0.1929,0.0729,0.0347,False,True,True,True
gray_leaf_blight,GrayLeafSpot1765.jpg,0.1915,0.0679,0.0347,False,True,True,True
gray_leaf_blight,GrayLeafSpot1766.jpg,0.1886,0.0615,0.0421,False,True,True,True
gray_leaf_blight,GrayLeafSpot1767.jpg,0.1847,0.0578,0.0453,False,True,True,True
gray_leaf_blight,GrayLeafSpot1768.jpg,0.1991,0.0847,0.0439,False,True,True,True
gray_leaf_blight,GrayLeafSpot1769.jpg,0.1938,0.1087,0.0473,False,True,True,True
gray_leaf_blight,GrayLeafSpot177.jpg,0.1784,0.2759,0.0185,False,True,False,True
gray_leaf_blight,GrayLeafSpot1770.jpg,0.1883,0.1422,0.0559,False,True,True,True
gray_leaf_blight,GrayLeafSpot1771.jpg,0.1565,0.1256,0.0514,False,True,True,True
gray_leaf_blight,GrayLeafSpot1772.jpg,0.1633,0.1197,0.0417,False,True,True,True
gray_leaf_blight,GrayLeafSpot1773.jpg,0.1657,0.0993,0.0481,False,True,True,True
gray_leaf_blight,GrayLeafSpot1774.jpg,0.1582,0.0956,0.0394,False,True,True,True
gray_leaf_blight,GrayLeafSpot1775.jpg,0.1859,0.1016,0.0347,False,True,True,True
gray_leaf_blight,GrayLeafSpot1776.jpg,0.2048,0.1022,0.0528,False,True,True,True
gray_leaf_blight,GrayLeafSpot1777.jpg,0.1871,0.0955,0.0582,False,True,True,True
gray_leaf_blight,GrayLeafSpot1778.jpg,0.1504,0.1066,0.0253,False,True,False,True
gray_leaf_blight,GrayLeafSpot1779.jpg,0.1520,0.1185,0.0289,False,True,True,True
gray_leaf_blight,GrayLeafSpot178.jpg,0.1837,0.2261,0.0095,False,True,False,True
gray_leaf_blight,GrayLeafSpot1780.jpg,0.1520,0.1114,0.0196,False,True,False,True
gray_leaf_blight,GrayLeafSpot1781.jpg,0.1442,0.0808,0.0135,False,True,False,True
gray_leaf_blight,GrayLeafSpot1782.jpg,0.1431,0.0894,0.0127,False,True,False,True
gray_leaf_blight,GrayLeafSpot1783.jpg,0.1369,0.0748,0.0139,False,True,False,True
gray_leaf_blight,GrayLeafSpot1784.jpg,0.1523,0.0947,0.0240,False,True,False,True
gray_leaf_blight,GrayLeafSpot1785.jpg,0.1881,0.1554,0.0532,False,True,True,True
gray_leaf_blight,GrayLeafSpot1786.jpg,0.1688,0.1839,0.0630,False,True,True,True
gray_leaf_blight,GrayLeafSpot1787.jpg,0.1622,0.1792,0.0623,False,True,True,True
gray_leaf_blight,GrayLeafSpot1788.jpg,0.1121,0.0363,0.0033,False,True,False,True
gray_leaf_blight,GrayLeafSpot179.jpg,0.1893,0.2087,0.0072,False,True,False,True
gray_leaf_blight,GrayLeafSpot1794.jpg,0.1109,0.0416,0.0032,False,True,False,True
gray_leaf_blight,GrayLeafSpot1795.jpg,0.1146,0.0405,0.0029,False,True,False,True
gray_leaf_blight,GrayLeafSpot1796.jpg,0.1174,0.0486,0.0021,False,True,False,True
gray_leaf_blight,GrayLeafSpot1797.jpg,0.1220,0.0437,0.0016,False,True,False,True
gray_leaf_blight,GrayLeafSpot1799.jpg,0.1131,0.0318,0.0014,False,True,False,True
gray_leaf_blight,GrayLeafSpot180.jpg,0.1663,0.1880,0.0038,False,True,False,True
gray_leaf_blight,GrayLeafSpot1800.jpg,0.1204,0.0393,0.0033,False,True,False,True
gray_leaf_blight,GrayLeafSpot1808.jpg,0.1910,0.0691,0.0033,False,True,False,True
gray_leaf_blight,GrayLeafSpot1809.jpg,0.1981,0.0766,0.0038,False,True,False,True
gray_leaf_blight,GrayLeafSpot181.jpg,0.1495,0.1651,0.0054,False,True,False,True
gray_leaf_blight,GrayLeafSpot1810.jpg,0.2017,0.0859,0.0045,False,True,False,True
gray_leaf_blight,GrayLeafSpot1813.jpg,0.0939,0.0441,0.0070,False,True,False,True
gray_leaf_blight,GrayLeafSpot1814.jpg,0.0904,0.0406,0.0059,False,True,False,True
gray_leaf_blight,GrayLeafSpot182.jpg,0.1424,0.1553,0.0051,False,True,False,True
gray_leaf_blight,GrayLeafSpot1822.jpg,0.0681,0.1453,0.0747,False,True,True,True
gray_leaf_blight,GrayLeafSpot1824.jpg,0.0671,0.1485,0.0668,False,True,True,True
gray_leaf_blight,GrayLeafSpot1825.jpg,0.0728,0.1548,0.0677,False,True,True,True
gray_leaf_blight,GrayLeafSpot1826.jpg,0.0761,0.1775,0.0598,False,True,True,True
gray_leaf_blight,GrayLeafSpot1827.jpg,0.0799,0.2229,0.0626,False,True,True,True
gray_leaf_blight,GrayLeafSpot1828.jpg,0.0822,0.2233,0.0704,False,True,True,True
gray_leaf_blight,GrayLeafSpot183.jpg,0.2636,0.1754,0.0079,True,True,False,True
gray_leaf_blight,GrayLeafSpot1831.jpg,0.1013,0.2445,0.0606,False,True,True,True
gray_leaf_blight,GrayLeafSpot1832.jpg,0.1088,0.2459,0.0586,False,True,True,True
gray_leaf_blight,GrayLeafSpot1833.jpg,0.1063,0.2482,0.0550,False,True,True,True
gray_leaf_blight,GrayLeafSpot1834.jpg,0.1007,0.2027,0.0391,False,True,True,True
gray_leaf_blight,GrayLeafSpot1835.jpg,0.0959,0.1833,0.0349,False,True,True,True
gray_leaf_blight,GrayLeafSpot1836.jpg,0.1042,0.2160,0.0366,False,True,True,True
gray_leaf_blight,GrayLeafSpot1837.jpg,0.0904,0.1847,0.0380,False,True,True,True
gray_leaf_blight,GrayLeafSpot1838.jpg,0.1094,0.1996,0.0390,False,True,True,True
gray_leaf_blight,GrayLeafSpot1839.jpg,0.1223,0.2389,0.0387,False,True,True,True
gray_leaf_blight,GrayLeafSpot184.jpg,0.2674,0.1727,0.0048,True,True,False,True
gray_leaf_blight,GrayLeafSpot1840.jpg,0.1327,0.0639,0.0164,False,True,False,True
gray_leaf_blight,GrayLeafSpot1841.jpg,0.1272,0.0567,0.0187,False,True,False,True
gray_leaf_blight,GrayLeafSpot1846.jpg,0.1187,0.0603,0.0189,False,True,False,True
gray_leaf_blight,GrayLeafSpot1847.jpg,0.1204,0.0623,0.0179,False,True,False,True
gray_leaf_blight,GrayLeafSpot185.jpg,0.2375,0.1789,0.0059,False,True,False,True
gray_leaf_blight,GrayLeafSpot1857.jpg,0.1450,0.1519,0.1069,False,True,True,True
gray_leaf_blight,GrayLeafSpot186.jpg,0.2353,0.1795,0.0057,False,True,False,True
gray_leaf_blight,GrayLeafSpot1860.jpg,0.1370,0.1172,0.0710,False,True,True,True
gray_leaf_blight,GrayLeafSpot1861.jpg,0.1390,0.1142,0.0689,False,True,True,True
gray_leaf_blight,GrayLeafSpot1864.jpg,0.1484,0.1291,0.0604,False,True,True,True
gray_leaf_blight,GrayLeafSpot1865.jpg,0.1302,0.1179,0.0570,False,True,True,True
gray_leaf_blight,GrayLeafSpot1866.jpg,0.1823,0.2027,0.0040,False,True,False,True
gray_leaf_blight,GrayLeafSpot1867.jpg,0.1951,0.2092,0.0041,False,True,False,True
gray_leaf_blight,GrayLeafSpot1868.jpg,0.1923,0.2012,0.0040,False,True,False,True
gray_leaf_blight,GrayLeafSpot1870.jpg,0.1974,0.2120,0.0036,False,True,False,True
gray_leaf_blight,GrayLeafSpot1871.jpg,0.1848,0.2106,0.0037,False,True,False,True
gray_leaf_blight,GrayLeafSpot1872.jpg,0.1567,0.2103,0.0036,False,True,False,True
gray_leaf_blight,GrayLeafSpot1879.jpg,0.2472,0.2349,0.0013,False,True,False,True
gray_leaf_blight,GrayLeafSpot188.jpg,0.2338,0.1714,0.0031,False,True,False,True
gray_leaf_blight,GrayLeafSpot1893.jpg,0.3343,0.1449,0.0025,True,True,False,True
gray_leaf_blight,GrayLeafSpot1894.jpg,0.0726,0.0383,0.1379,False,True,True,True
gray_leaf_blight,GrayLeafSpot190.jpg,0.2346,0.1890,0.0016,False,True,False,True
gray_leaf_blight,GrayLeafSpot1900.jpg,0.0954,0.0375,0.1286,False,True,True,True
gray_leaf_blight,GrayLeafSpot1901.jpg,0.0923,0.0402,0.1320,False,True,True,True
gray_leaf_blight,GrayLeafSpot1902.jpg,0.0850,0.0399,0.1343,False,True,True,True
gray_leaf_blight,GrayLeafSpot1903.jpg,0.0810,0.0418,0.1330,False,True,True,True
gray_leaf_blight,GrayLeafSpot1904.jpg,0.0734,0.0440,0.1401,False,True,True,True
gray_leaf_blight,GrayLeafSpot1905.jpg,0.0732,0.0441,0.1457,False,True,True,True
gray_leaf_blight,GrayLeafSpot1906.jpg,0.0826,0.0496,0.1468,False,True,True,True
gray_leaf_blight,GrayLeafSpot1907.jpg,0.0815,0.0464,0.1437,False,True,True,True
gray_leaf_blight,GrayLeafSpot1908.jpg,0.0883,0.0488,0.1411,False,True,True,True
